r,l,t
889.87140583992,4500,47.331809282302856
889.8713978528976,4500,94.40899538993835
889.8714017868042,4500,141.0715057849884
889.8713992834091,4500,187.64011788368225
889.8714042901993,4500,469.9066390991211
4186.19385945797,4500,941.7193305492401
